day,cost_phones,cost_cases,cost_accessories,group
2,28500,1800,0,pilot
2,54500,0,0,pilot
2,25200,0,0,pilot
2,64700,2900,0,pilot
2,20500,0,0,pilot
2,24800,0,0,pilot
2,40200,0,0,pilot
2,57800,0,4000,pilot
2,12400,1200,0,pilot
2,14700,0,0,pilot
2,16800,0,0,pilot
2,33200,2200,0,pilot
2,46800,0,0,pilot
2,46400,0,3900,pilot
2,28500,0,0,pilot
2,38700,1800,0,pilot
2,24800,0,0,pilot
2,20600,0,0,pilot
2,69200,0,0,pilot
2,78800,2200,1100,pilot
2,62600,2600,0,pilot
2,61000,2300,0,pilot
2,21500,0,0,pilot
2,20700,1800,0,pilot
2,44000,0,0,pilot
2,67900,0,0,pilot
2,45900,2200,0,pilot
2,39600,0,0,pilot
2,12300,0,0,pilot
2,54300,2200,3100,pilot
2,60400,0,0,pilot
2,21600,0,0,pilot
2,50800,0,0,pilot
2,27100,3300,0,pilot
2,62100,900,0,pilot
2,37100,2300,0,pilot
2,43200,0,0,pilot
2,14800,2100,0,pilot
2,46400,0,4900,pilot
2,44600,1600,0,pilot
2,26100,0,0,pilot
2,12000,2700,0,pilot
2,48200,2000,0,pilot
2,20400,0,4300,pilot
2,23700,0,0,pilot
2,26800,2600,0,pilot
2,73700,0,0,pilot
2,44300,0,0,pilot
2,24800,2000,0,pilot
2,19400,0,0,pilot
2,36600,2400,3900,pilot
2,101400,0,0,pilot
2,28200,2800,0,pilot
2,34300,0,0,pilot
2,36800,0,0,pilot
2,9600,1600,0,pilot
2,44700,0,2900,pilot
2,40300,0,0,pilot
2,31700,0,0,pilot
2,32400,0,0,pilot
2,17700,2200,0,pilot
2,44500,0,0,pilot
2,49800,2500,0,pilot
2,31700,1800,0,pilot
2,22800,1600,0,pilot
2,36000,1900,0,pilot
2,70900,2200,0,pilot
2,34400,1500,0,pilot
2,36900,0,2300,pilot
2,25700,900,0,pilot
2,64500,2700,0,pilot
2,34200,0,0,pilot
2,61800,1700,0,pilot
2,72100,2300,0,pilot
2,30400,2100,0,pilot
2,60500,1800,4500,pilot
2,35900,2200,2200,pilot
2,24400,0,0,pilot
2,51800,0,0,pilot
2,34500,2100,1800,pilot
2,55400,0,1000,pilot
2,45800,0,0,pilot
2,13800,1600,0,pilot
2,23900,2000,0,pilot
2,30900,1800,0,pilot
2,44800,0,0,pilot
2,63300,2100,0,pilot
2,61000,2800,0,pilot
2,28500,2300,0,pilot
2,31200,0,0,pilot
2,50100,2600,3400,pilot
2,40700,2900,0,pilot
2,24600,2000,4100,pilot
2,10000,1700,0,pilot
2,7000,0,0,pilot
2,63900,0,0,pilot
2,24100,1700,0,pilot
2,44500,1400,0,pilot
2,31500,0,2600,pilot
2,43000,0,0,pilot
2,45600,0,0,pilot
2,52200,0,0,pilot
2,15400,2400,0,pilot
2,38200,2700,0,pilot
3,55600,1500,0,pilot
3,5100,0,0,pilot
3,53300,2000,0,pilot
3,50500,0,0,pilot
3,39800,0,3700,pilot
3,11500,0,0,pilot
3,57700,2700,0,pilot
3,23000,2000,0,pilot
3,11900,2000,0,pilot
3,34300,0,0,pilot
3,18200,0,4000,pilot
3,19300,0,4700,pilot
3,58000,0,0,pilot
3,43500,0,0,pilot
3,18300,0,0,pilot
3,48500,0,0,pilot
3,33300,2300,0,pilot
3,36600,3000,0,pilot
3,45400,2000,0,pilot
3,63300,0,0,pilot
3,37200,0,0,pilot
3,28300,0,0,pilot
3,55200,0,4300,pilot
3,38000,0,0,pilot
3,29800,2700,0,pilot
3,38000,0,3100,pilot
3,32000,0,0,pilot
3,48400,0,1300,pilot
3,22800,0,0,pilot
3,93800,0,0,pilot
3,42700,1900,0,pilot
3,60500,0,2500,pilot
3,29100,0,0,pilot
3,18700,0,3400,pilot
3,50300,2000,0,pilot
3,47200,0,0,pilot
3,27600,0,3900,pilot
3,16700,1800,0,pilot
3,39700,0,0,pilot
3,39300,3500,0,pilot
3,9700,1900,0,pilot
3,38900,0,0,pilot
3,32200,1600,0,pilot
3,33800,1300,0,pilot
3,4700,3000,0,pilot
3,63200,0,0,pilot
3,8200,1400,0,pilot
3,33400,1900,0,pilot
3,37500,1800,0,pilot
3,40600,0,0,pilot
3,46000,0,0,pilot
3,59700,1600,0,pilot
3,59100,2600,2700,pilot
3,27900,0,0,pilot
3,64400,2000,2500,pilot
3,34900,0,0,pilot
3,47900,0,3400,pilot
3,61100,0,0,pilot
3,8200,1800,0,pilot
3,50900,0,0,pilot
3,41900,0,0,pilot
3,47400,0,0,pilot
3,31400,2900,0,pilot
3,38400,0,0,pilot
3,69000,1100,0,pilot
3,34700,0,0,pilot
3,43700,2200,3100,pilot
3,37900,2200,0,pilot
3,61000,3000,0,pilot
3,32300,0,0,pilot
3,31300,2000,0,pilot
3,31400,1700,0,pilot
3,21900,0,0,pilot
3,14000,1600,4800,pilot
3,44500,1300,3200,pilot
3,23500,1600,0,pilot
3,65800,2200,0,pilot
3,87200,0,0,pilot
3,42900,1500,0,pilot
3,30300,2700,800,pilot
3,59300,900,0,pilot
3,30900,0,0,pilot
3,38500,900,0,pilot
3,56300,1400,0,pilot
3,60500,1900,5000,pilot
3,11600,0,0,pilot
3,32600,0,0,pilot
3,50500,0,0,pilot
3,29100,0,0,pilot
3,18700,2200,0,pilot
3,14800,2200,0,pilot
3,25400,3700,0,pilot
3,29800,0,0,pilot
3,83300,0,0,pilot
3,26300,0,0,pilot
3,40300,0,0,pilot
3,14500,0,0,pilot
3,49900,2600,0,pilot
3,73600,1800,2500,pilot
3,74100,2600,0,pilot
3,51800,2000,0,pilot
3,44000,2400,0,pilot
3,32800,0,3200,pilot
3,34100,1300,0,pilot
3,55100,0,0,pilot
3,50200,0,0,pilot
3,23500,2700,0,pilot
3,64600,2200,4100,pilot
3,29400,0,0,pilot
3,6800,1700,1500,pilot
3,38000,0,0,pilot
3,56600,2800,0,pilot
3,37000,2100,0,pilot
3,36800,2300,0,pilot
3,39100,0,0,pilot
3,4500,1800,0,pilot
3,20200,1100,3200,pilot
3,38900,0,0,pilot
3,23800,0,0,pilot
3,38200,2700,0,pilot
3,60200,2200,0,pilot
3,44200,0,3400,pilot
3,23700,0,0,pilot
3,27300,0,2300,pilot
3,43300,0,0,pilot
3,19500,2200,0,pilot
3,74700,1900,2400,pilot
3,36200,0,4500,pilot
3,32400,0,0,pilot
3,11800,1900,0,pilot
3,45500,1700,0,pilot
3,36800,2000,0,pilot
3,52900,0,0,pilot
3,58300,0,1100,pilot
3,55900,2400,0,pilot
3,57000,0,0,pilot
3,24600,0,0,pilot
3,37800,0,0,pilot
3,36100,0,0,pilot
3,19200,1900,0,pilot
3,48300,0,4300,pilot
3,28000,0,0,pilot
3,36600,0,3200,pilot
3,31300,0,0,pilot
3,72000,3800,0,pilot
3,5200,0,3700,pilot
3,57500,0,3600,pilot
3,59500,2700,0,pilot
3,21500,2500,0,pilot
3,41100,0,0,pilot
3,27600,2000,0,pilot
3,48100,2000,4700,pilot
3,53000,0,0,pilot
3,14000,1400,0,pilot
3,57700,2300,0,pilot
3,63300,0,0,pilot
3,36600,0,0,pilot
3,30700,1500,0,pilot
3,9400,0,0,pilot
3,56200,0,0,pilot
3,70300,0,0,pilot
3,18300,0,0,pilot
3,46800,0,0,pilot
3,43000,2400,0,pilot
3,43000,1200,0,pilot
3,17500,2000,0,pilot
3,48400,2400,0,pilot
3,37800,0,0,pilot
3,26600,1600,2700,pilot
3,11500,1500,0,pilot
3,43100,0,0,pilot
3,59700,2100,0,pilot
3,43900,2100,0,pilot
3,12800,0,2800,pilot
3,56400,0,3900,pilot
3,24400,2000,0,pilot
3,5700,0,0,pilot
3,47800,0,0,pilot
3,33700,0,0,pilot
3,37600,0,0,pilot
3,21800,2000,0,pilot
3,35800,1200,0,pilot
3,34000,2000,4000,pilot
3,36900,0,0,pilot
3,64500,0,0,pilot
3,76800,2600,0,pilot
3,73300,0,4700,pilot
3,56600,1600,0,pilot
3,16000,0,0,pilot
3,25500,0,0,pilot
3,29200,2600,0,pilot
3,57000,0,0,pilot
3,28600,2500,0,pilot
3,75500,2300,0,pilot
3,4500,1900,0,pilot
3,66900,0,0,pilot
3,37600,1200,0,pilot
3,56800,0,0,pilot
3,12300,2000,0,pilot
3,52900,2300,0,pilot
3,58900,0,0,pilot
3,34900,0,0,pilot
3,36800,2100,0,pilot
3,35200,0,0,pilot
3,15200,0,0,pilot
3,23700,0,4900,pilot
3,101600,0,4100,pilot
3,62500,2000,2800,pilot
3,10700,1300,2400,pilot
3,21000,0,0,pilot
3,22200,0,0,pilot
3,56100,2400,0,pilot
3,35800,0,0,pilot
3,63700,0,1100,pilot
3,27400,0,0,pilot
3,6800,0,0,pilot
3,37100,1900,0,pilot
3,44600,2000,3400,pilot
3,38500,0,0,pilot
4,9400,0,0,pilot
4,22000,0,3400,pilot
4,25000,0,0,pilot
4,47900,0,0,pilot
4,46600,0,3700,pilot
4,54000,0,2800,pilot
4,17300,0,0,pilot
4,56700,2300,3100,pilot
4,14700,2300,0,pilot
4,26900,0,0,pilot
4,35400,2300,0,pilot
4,14000,0,0,pilot
4,47700,1700,0,pilot
4,27300,0,2600,pilot
4,9700,2800,0,pilot
4,14200,0,0,pilot
4,13800,2100,0,pilot
4,47100,2500,1600,pilot
4,40100,0,4500,pilot
4,53800,0,0,pilot
4,14100,1400,0,pilot
4,67500,0,2200,pilot
4,35700,0,1600,pilot
4,42400,0,3400,pilot
4,35200,1800,0,pilot
4,65900,0,0,pilot
4,38600,0,0,pilot
4,19100,0,4700,pilot
4,68900,2200,0,pilot
4,43500,1200,3500,pilot
4,59200,2000,0,pilot
4,31800,0,0,pilot
4,53500,1200,0,pilot
4,32400,0,0,pilot
4,12000,2200,3100,pilot
4,30900,1900,4600,pilot
4,19600,1600,3200,pilot
4,12500,1500,0,pilot
4,28900,1600,0,pilot
4,36300,0,0,pilot
4,23100,0,0,pilot
4,57100,0,0,pilot
4,55000,2200,0,pilot
4,51100,1600,3100,pilot
4,47700,0,0,pilot
4,19500,0,0,pilot
4,43400,0,0,pilot
4,44600,1900,3200,pilot
4,23800,0,0,pilot
4,35100,0,1500,pilot
4,26700,1700,0,pilot
4,12000,0,4100,pilot
4,36100,0,0,pilot
4,38100,2000,0,pilot
4,46800,2400,0,pilot
4,19400,0,0,pilot
4,44800,2500,0,pilot
4,53700,1900,0,pilot
4,7400,3200,4900,pilot
4,54200,0,0,pilot
4,38400,0,3300,pilot
4,4600,3000,0,pilot
4,38200,2400,0,pilot
4,12300,0,0,pilot
4,84500,0,0,pilot
4,41600,2200,0,pilot
4,37100,0,0,pilot
4,78100,0,0,pilot
4,28100,0,0,pilot
4,45200,0,0,pilot
4,51900,2100,0,pilot
4,24900,0,0,pilot
4,24200,0,0,pilot
4,39000,3200,0,pilot
4,62900,0,0,pilot
4,54900,0,0,pilot
4,18900,0,0,pilot
4,27000,0,0,pilot
4,18300,2000,0,pilot
4,73600,0,0,pilot
4,34700,2100,0,pilot
4,45200,1400,0,pilot
4,28300,0,0,pilot
4,51500,2400,0,pilot
4,63700,0,0,pilot
4,41200,1200,0,pilot
4,19900,2100,0,pilot
4,29900,0,2300,pilot
4,17600,0,0,pilot
4,45500,1800,0,pilot
4,63300,0,0,pilot
4,36300,0,2300,pilot
4,13900,1500,0,pilot
4,38900,1800,0,pilot
4,35400,1600,0,pilot
4,30400,0,0,pilot
4,34500,0,0,pilot
4,46600,2000,4200,pilot
4,59400,2100,0,pilot
4,39200,0,0,pilot
4,30000,1200,2100,pilot
4,7900,1700,0,pilot
4,55700,2300,2100,pilot
4,46500,2900,2500,pilot
4,49300,0,0,pilot
4,35400,0,0,pilot
4,19400,2600,0,pilot
4,22500,0,0,pilot
4,66700,0,0,pilot
4,5200,3300,0,pilot
4,63700,0,0,pilot
4,48400,0,2600,pilot
4,35000,0,0,pilot
4,9500,0,3100,pilot
4,34400,2700,0,pilot
4,35000,1300,0,pilot
4,7100,0,500,pilot
4,65800,2000,0,pilot
4,72100,0,1100,pilot
4,36800,0,0,pilot
4,49100,2500,0,pilot
4,36000,0,0,pilot
4,46500,2200,0,pilot
4,62000,2200,0,pilot
4,32900,0,4700,pilot
4,50000,0,3100,pilot
4,24100,2800,0,pilot
4,20800,0,0,pilot
4,33900,0,0,pilot
4,36400,2300,0,pilot
4,15700,0,0,pilot
4,9400,1700,2300,pilot
4,38200,1300,0,pilot
4,42700,1800,0,pilot
4,28700,2700,0,pilot
4,32900,3100,0,pilot
4,55600,2000,3500,pilot
4,30900,1600,2700,pilot
4,44200,2100,0,pilot
4,13600,0,0,pilot
4,37500,1900,0,pilot
4,38200,0,0,pilot
4,6800,0,0,pilot
4,33400,0,0,pilot
4,12900,2800,4500,pilot
4,46200,1300,0,pilot
4,56600,0,4000,pilot
4,11200,1900,0,pilot
4,7400,0,0,pilot
4,54100,1700,0,pilot
4,21700,2000,0,pilot
4,53700,1900,0,pilot
4,18200,3000,3500,pilot
4,13300,2700,0,pilot
4,42100,3000,0,pilot
4,77500,2200,0,pilot
4,56700,2600,0,pilot
4,25300,1900,0,pilot
4,48200,0,0,pilot
4,10800,0,0,pilot
4,17500,0,0,pilot
4,29800,0,1600,pilot
4,32600,0,0,pilot
4,40400,0,0,pilot
4,15300,0,4700,pilot
4,30500,0,0,pilot
4,53600,0,0,pilot
4,71000,2300,0,pilot
4,24900,0,0,pilot
4,41800,0,0,pilot
4,41600,0,0,pilot
4,39000,2500,2800,pilot
4,35400,0,0,pilot
4,37600,2700,0,pilot
4,46100,1600,0,pilot
4,56400,2900,3000,pilot
4,23600,0,0,pilot
4,39200,1300,0,pilot
4,12200,2600,2800,pilot
4,43200,0,0,pilot
4,43400,2000,0,pilot
4,42700,0,0,pilot
4,37800,2200,0,pilot
4,24600,0,0,pilot
4,28600,1000,0,pilot
4,53700,0,0,pilot
4,44900,1700,800,pilot
4,34100,1600,0,pilot
4,40200,0,3400,pilot
4,33600,1400,0,pilot
4,31200,0,0,pilot
4,32100,2000,0,pilot
4,8000,0,0,pilot
4,48600,0,0,pilot
4,36400,0,0,pilot
4,44000,0,0,pilot
4,13500,0,0,pilot
4,12300,0,0,pilot
4,50100,2500,0,pilot
4,25800,2900,0,pilot
4,53400,1700,3300,pilot
4,49400,0,0,pilot
4,28100,0,0,pilot
4,31800,0,0,pilot
4,9000,0,0,pilot
4,53600,1700,0,pilot
4,19200,0,0,pilot
4,38400,0,2400,pilot
4,33700,1800,0,pilot
4,18800,0,0,pilot
4,44500,0,0,pilot
4,16900,2700,0,pilot
4,28400,0,3400,pilot
4,14200,2500,3300,pilot
4,60600,3000,0,pilot
4,14400,0,0,pilot
4,5000,0,2500,pilot
4,8000,2000,0,pilot
4,34300,0,0,pilot
4,30400,0,0,pilot
4,21400,1900,2600,pilot
4,21300,0,3400,pilot
4,15900,0,0,pilot
4,15800,0,0,pilot
4,14800,2200,0,pilot
4,16900,0,0,pilot
4,21300,0,0,pilot
4,43100,2100,0,pilot
4,39700,2100,0,pilot
4,42900,0,0,pilot
4,34500,2400,0,pilot
4,32900,0,0,pilot
4,30900,0,0,pilot
4,44700,2300,0,pilot
4,23900,0,0,pilot
4,57500,0,0,pilot
4,35400,0,3700,pilot
4,36400,2000,0,pilot
4,17700,0,0,pilot
4,43900,1100,3300,pilot
4,25500,1700,3400,pilot
4,44300,1700,0,pilot
4,23900,0,0,pilot
4,33900,0,0,pilot
4,43700,0,0,pilot
4,57700,0,0,pilot
4,82000,0,0,pilot
4,20800,2200,0,pilot
4,50300,3200,2800,pilot
4,33800,0,2200,pilot
4,36400,1900,0,pilot
4,52300,1800,0,pilot
4,32100,0,0,pilot
4,24800,0,1200,pilot
4,61600,0,0,pilot
4,30200,3000,2500,pilot
5,34200,1100,0,pilot
5,20800,2000,0,pilot
5,30500,0,0,pilot
5,49300,0,0,pilot
5,12300,0,0,pilot
5,65800,0,0,pilot
5,23000,0,0,pilot
5,43800,2100,0,pilot
5,39800,0,0,pilot
5,18000,1500,0,pilot
5,25700,0,0,pilot
5,14400,0,3800,pilot
5,33600,0,0,pilot
5,37700,0,0,pilot
5,58400,0,0,pilot
5,47300,0,2900,pilot
5,41300,0,3700,pilot
5,35000,0,0,pilot
5,22200,0,2800,pilot
5,77200,2700,0,pilot
5,19300,0,0,pilot
5,63100,0,4100,pilot
5,36800,1600,0,pilot
5,32600,1500,0,pilot
5,57300,0,3700,pilot
5,21100,0,0,pilot
5,28000,2800,0,pilot
5,26300,0,0,pilot
5,43100,1900,0,pilot
5,23800,0,0,pilot
5,18400,3000,0,pilot
5,27500,2800,0,pilot
5,8800,0,0,pilot
5,40900,0,0,pilot
5,14900,1900,0,pilot
5,26400,0,0,pilot
5,65800,2800,0,pilot
5,13400,0,1700,pilot
5,39200,0,3000,pilot
5,14200,0,3000,pilot
5,12400,2200,0,pilot
5,26100,3000,4500,pilot
5,29300,1700,0,pilot
5,21900,1900,0,pilot
5,14000,600,3700,pilot
5,38300,1600,0,pilot
5,73300,2600,0,pilot
5,46800,0,3100,pilot
5,42000,0,0,pilot
5,20200,1900,0,pilot
5,27400,1400,2000,pilot
5,38000,1500,0,pilot
5,40600,2600,0,pilot
5,17100,0,0,pilot
5,61800,3300,0,pilot
5,8800,2100,0,pilot
5,45600,0,0,pilot
5,34300,0,0,pilot
5,47500,0,3800,pilot
5,46900,0,0,pilot
5,72000,1800,0,pilot
5,13400,0,1300,pilot
5,36500,0,0,pilot
5,28800,0,0,pilot
5,44400,0,0,pilot
5,29200,0,0,pilot
5,9400,2200,2800,pilot
5,13300,2000,0,pilot
5,23300,0,4600,pilot
5,51800,0,0,pilot
5,58800,2000,0,pilot
5,7100,0,0,pilot
5,59100,0,0,pilot
5,40300,2200,0,pilot
5,19300,1900,0,pilot
5,32100,0,2400,pilot
5,37000,1800,0,pilot
5,17700,0,0,pilot
5,54300,0,0,pilot
5,61600,0,0,pilot
5,16900,0,0,pilot
5,39900,2100,2000,pilot
5,26200,1100,3100,pilot
5,73500,0,0,pilot
5,46100,0,0,pilot
5,13300,2500,0,pilot
5,30400,0,3200,pilot
5,47700,1900,0,pilot
5,20200,0,0,pilot
5,30200,0,0,pilot
5,16900,0,0,pilot
5,33200,0,3100,pilot
5,47400,0,0,pilot
5,48300,0,0,pilot
5,27300,2600,0,pilot
5,36500,0,0,pilot
5,33900,2800,0,pilot
5,22400,2400,0,pilot
5,36800,1500,0,pilot
5,13600,1800,0,pilot
5,7600,0,0,pilot
5,29800,0,0,pilot
5,27300,2400,3300,pilot
5,33300,0,2600,pilot
5,43600,0,0,pilot
5,42400,0,0,pilot
5,48100,2000,0,pilot
5,52500,0,0,pilot
5,37900,2100,3300,pilot
5,14100,0,0,pilot
5,11300,0,0,pilot
5,45700,0,2400,pilot
5,68000,0,0,pilot
5,55300,0,0,pilot
5,31700,0,0,pilot
5,15800,0,0,pilot
5,32900,0,3600,pilot
5,29000,1700,0,pilot
5,4100,1100,2000,pilot
5,38500,1800,0,pilot
5,12000,0,3300,pilot
5,41100,1600,4300,pilot
5,4100,0,0,pilot
5,22200,0,4000,pilot
5,29400,2000,0,pilot
5,62100,1600,0,pilot
5,50700,2200,0,pilot
5,57600,0,0,pilot
5,41000,0,0,pilot
5,38300,1700,5400,pilot
5,17400,2400,0,pilot
5,39000,0,2600,pilot
5,52600,2500,0,pilot
5,69500,0,0,pilot
5,17600,1900,0,pilot
5,51500,0,0,pilot
5,34600,0,0,pilot
5,48700,2400,0,pilot
5,45700,2200,0,pilot
5,40900,0,0,pilot
5,9200,0,0,pilot
5,68700,2700,0,pilot
5,20500,0,3300,pilot
5,63700,0,0,pilot
5,50100,0,3900,pilot
5,22100,800,2600,pilot
5,32100,0,0,pilot
5,52000,1200,0,pilot
5,13000,0,0,pilot
5,61800,0,3900,pilot
5,51100,2200,3500,pilot
5,38900,0,0,pilot
5,25800,0,3500,pilot
5,15800,0,0,pilot
5,48700,1400,0,pilot
5,26800,0,0,pilot
5,59700,1400,0,pilot
5,60700,0,0,pilot
5,11800,0,2300,pilot
5,81600,2000,3700,pilot
5,39300,1400,2800,pilot
5,62100,0,1500,pilot
5,30800,0,0,pilot
5,58900,0,0,pilot
5,30500,0,3800,pilot
5,57300,0,0,pilot
5,31600,0,0,pilot
5,46500,0,0,pilot
5,57600,1500,3400,pilot
5,20300,0,0,pilot
5,20600,0,0,pilot
5,31600,0,2100,pilot
5,27000,0,0,pilot
5,17800,0,0,pilot
5,29600,2100,1300,pilot
5,32600,0,0,pilot
5,16700,2000,2000,pilot
5,34400,1400,0,pilot
5,21200,0,3600,pilot
5,48300,2400,0,pilot
5,6500,0,0,pilot
5,26800,1800,0,pilot
5,47800,2000,4900,pilot
5,60900,0,4000,pilot
5,61500,0,0,pilot
5,48200,0,3400,pilot
5,29500,0,0,pilot
5,58900,1300,2800,pilot
5,24500,0,0,pilot
5,13400,2600,0,pilot
5,34300,0,3100,pilot
5,37300,0,0,pilot
5,17500,0,0,pilot
5,58200,900,0,pilot
5,22200,1900,0,pilot
5,32400,2000,0,pilot
5,32400,0,0,pilot
5,66500,0,0,pilot
5,16700,2200,0,pilot
5,13900,0,0,pilot
5,40500,0,0,pilot
5,43800,0,0,pilot
5,25000,1700,0,pilot
5,35200,0,0,pilot
5,10500,0,0,pilot
5,66100,0,4000,pilot
5,22100,2100,0,pilot
5,52100,0,0,pilot
5,54000,0,0,pilot
5,29900,0,2500,pilot
5,23500,0,0,pilot
5,28700,0,3700,pilot
5,45100,1900,0,pilot
5,18500,1000,0,pilot
5,33800,0,0,pilot
5,30100,0,0,pilot
5,11000,0,0,pilot
5,44900,0,0,pilot
5,17000,2700,0,pilot
5,20900,2300,0,pilot
5,44600,0,0,pilot
5,56700,1800,0,pilot
5,51600,2600,0,pilot
5,49200,0,0,pilot
5,51900,2400,1800,pilot
5,39400,1900,0,pilot
6,25400,0,0,pilot
6,19800,1900,0,pilot
6,28000,2500,1800,pilot
6,21300,2600,0,pilot
6,44000,0,3000,pilot
6,27600,0,0,pilot
6,33400,0,5000,pilot
6,44900,0,0,pilot
6,31700,0,0,pilot
6,17700,1900,0,pilot
6,11100,2100,0,pilot
6,42900,1700,0,pilot
6,52100,0,0,pilot
6,46400,0,0,pilot
6,29700,0,0,pilot
6,64800,2000,0,pilot
6,42500,0,0,pilot
6,32800,0,0,pilot
6,36200,0,0,pilot
6,13800,2000,2200,pilot
6,36800,0,0,pilot
6,68200,0,2700,pilot
6,36400,0,2100,pilot
6,30200,2100,0,pilot
6,21900,1400,2300,pilot
6,70000,0,0,pilot
6,34300,0,0,pilot
6,45600,1800,0,pilot
6,63300,2800,1700,pilot
6,69500,0,0,pilot
6,34800,2200,0,pilot
6,48900,3200,0,pilot
6,43000,0,0,pilot
6,51300,0,0,pilot
6,45100,900,0,pilot
6,57500,0,0,pilot
6,70300,2100,0,pilot
6,69700,0,2100,pilot
6,20800,0,0,pilot
6,35100,0,0,pilot
6,42400,2300,0,pilot
6,30100,3100,0,pilot
6,74900,0,0,pilot
6,49400,0,0,pilot
6,32100,0,0,pilot
6,58100,2700,4000,pilot
6,11400,0,0,pilot
6,28600,0,0,pilot
6,32500,0,0,pilot
6,60000,0,0,pilot
6,33900,0,0,pilot
6,74100,2000,0,pilot
6,12600,0,3200,pilot
6,29900,0,0,pilot
6,26400,0,0,pilot
6,27300,0,0,pilot
6,74000,1600,0,pilot
6,40900,1900,0,pilot
6,32400,1100,0,pilot
6,18900,1700,0,pilot
6,62100,2700,0,pilot
6,42000,0,0,pilot
6,40300,0,0,pilot
6,50400,0,0,pilot
6,48200,1800,0,pilot
6,46100,0,0,pilot
6,48700,0,0,pilot
6,17100,0,0,pilot
6,38500,1900,0,pilot
6,26700,0,0,pilot
6,14100,1600,0,pilot
6,61800,2500,3300,pilot
6,64400,0,3800,pilot
6,62200,1000,0,pilot
6,48000,2000,0,pilot
6,44800,2300,0,pilot
6,12000,400,0,pilot
6,27800,0,0,pilot
6,11900,1700,0,pilot
6,38600,0,1100,pilot
6,41200,1800,0,pilot
6,23000,0,0,pilot
6,54300,0,2300,pilot
6,18700,1900,0,pilot
6,57300,0,0,pilot
6,55700,0,4300,pilot
6,35200,2300,0,pilot
6,56900,0,0,pilot
6,49600,2300,0,pilot
6,21500,1700,2700,pilot
6,48800,0,2300,pilot
6,4200,1500,0,pilot
6,5900,0,2400,pilot
6,39100,0,0,pilot
6,50800,0,0,pilot
6,48800,2600,0,pilot
6,31600,1400,2600,pilot
6,24100,0,1100,pilot
6,81600,0,0,pilot
6,50300,0,0,pilot
6,25000,2300,1600,pilot
6,41300,1600,0,pilot
6,49200,2000,0,pilot
6,29800,0,0,pilot
6,54700,0,0,pilot
6,30700,2100,0,pilot
6,42200,0,3200,pilot
6,62900,0,4200,pilot
6,26300,0,0,pilot
6,64900,0,0,pilot
6,38500,2500,0,pilot
6,48600,0,2400,pilot
6,8600,0,0,pilot
6,45600,2000,0,pilot
6,13500,0,1700,pilot
6,63000,1300,0,pilot
6,40300,900,2900,pilot
6,36400,0,0,pilot
6,51700,0,0,pilot
6,45300,1300,0,pilot
6,46300,1500,0,pilot
6,38100,0,0,pilot
6,14200,0,0,pilot
6,79200,0,0,pilot
6,35300,0,2600,pilot
6,16600,0,0,pilot
6,48300,0,0,pilot
6,53300,0,0,pilot
6,68300,0,0,pilot
6,21600,2200,0,pilot
6,19100,0,0,pilot
6,30000,0,0,pilot
6,22900,0,2200,pilot
6,10100,1500,3200,pilot
6,45600,2100,0,pilot
6,44400,0,0,pilot
6,41000,2900,0,pilot
6,69600,3300,0,pilot
6,19400,0,0,pilot
6,23100,2900,0,pilot
6,41800,1700,0,pilot
6,30700,2400,0,pilot
6,23100,1700,1600,pilot
6,44300,2500,3100,pilot
6,40200,2200,0,pilot
6,33900,0,0,pilot
6,4700,0,0,pilot
6,46200,0,0,pilot
6,10900,0,0,pilot
6,9900,0,0,pilot
6,13300,1100,0,pilot
6,74800,1400,0,pilot
6,13200,700,2700,pilot
6,72000,2400,0,pilot
6,48400,0,0,pilot
6,19800,0,0,pilot
6,23500,0,0,pilot
6,35800,0,0,pilot
6,74500,2600,0,pilot
6,24700,1900,4400,pilot
6,11200,2200,2900,pilot
6,49100,2700,3000,pilot
6,59500,1800,0,pilot
6,25000,0,0,pilot
6,16900,1900,1700,pilot
6,21800,2300,0,pilot
6,26400,2400,0,pilot
6,31500,0,0,pilot
6,64300,3200,0,pilot
6,9100,0,0,pilot
6,13000,0,0,pilot
6,14700,0,0,pilot
6,49600,0,0,pilot
6,5400,1500,0,pilot
6,30900,1900,0,pilot
6,26800,2100,0,pilot
6,31400,0,0,pilot
6,50700,0,0,pilot
6,70800,1100,0,pilot
6,43900,0,0,pilot
6,48900,0,0,pilot
6,36500,0,0,pilot
6,54500,2500,0,pilot
6,40000,0,0,pilot
6,36500,0,0,pilot
6,63800,0,0,pilot
6,60800,3000,0,pilot
6,24700,1700,1600,pilot
6,59000,0,0,pilot
6,75600,0,0,pilot
6,9600,0,0,pilot
6,24900,0,0,pilot
6,32000,2700,0,pilot
6,16300,1600,0,pilot
6,24700,2000,0,pilot
6,20800,0,0,pilot
6,26800,0,2600,pilot
6,47600,2200,0,pilot
6,12100,0,0,pilot
6,22100,2800,0,pilot
6,62100,800,0,pilot
6,46700,0,2300,pilot
6,71600,0,0,pilot
6,47100,0,0,pilot
6,20000,2300,0,pilot
6,36000,0,0,pilot
6,46800,1500,0,pilot
6,46900,1000,0,pilot
6,48200,0,4600,pilot
6,21500,2500,700,pilot
6,35800,0,4000,pilot
6,44300,2000,0,pilot
6,46800,0,0,pilot
6,41200,0,0,pilot
6,29300,2600,0,pilot
6,13000,3000,0,pilot
6,62700,2500,2900,pilot
6,37100,2500,0,pilot
6,45100,0,0,pilot
